text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
i just wanna find that one person i can stay awake with all night because we both have insomnia then argue with a,2020-06-29 09:09:24+00:00,"Las Vegas, NV",179,neutral,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
i swear it takes men minute to fall asleep and they gonemeanwhile im like insomnia,2020-06-29 09:01:11+00:00,"Dallas, TX",10,neutral,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
didnt fall asleep last night so much as pass out from exhaustion about am the birds were already singinghaven,2020-06-29 08:50:25+00:00,United Kingdom,1196,positive,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
uhh i guess im not sleeping tonight wtf insomnia,2020-06-29 08:48:40+00:00,NJ,696,negative,female,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
parisafh cannot remember the last time insomnia,2020-06-29 08:46:05+00:00,... Wherever you are... ,1024,neutral,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
"random insomnia thoughts 
thebluesbrothers",2020-06-29 08:42:05+00:00,"phoenix, az",4061,negative,female,Individual,<=18,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
i dont understand i was so tired earlier i could barely keep my eyes open and the second i got home i turn int,2020-06-29 08:25:54+00:00,"GLASS CITY, Ohio",318,negative,female,Individual,<=18,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia like a mfer tonight my friends mind is whirlin what are some of your favorite songs about not being a,2020-06-29 08:24:51+00:00,"Florida, USA",1198,positive,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,Yes
still awake and just ordered more things off amazon insomnia,2020-06-29 08:24:28+00:00,"Dallas, TX",320,positive,male,Individual,<=18,amusement,no,0,3,Severe,Trying Therapies including drugs,No
argh i hate insomnia,2020-06-29 08:23:46+00:00,"phoenix, az",4061,negative,female,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i found half of pill of zolpidem under the kitchens table its probably from may or april and i washed the pil,2020-07-09 16:36:16+00:00,Malaysia,304,negative,male,Individual,19-29,awe,yes,0,3,Severe,Trying Therapies including drugs,No
vonaldia it didnt seem like a lot but it knocks me out harder than even a high dose of melatonin,2020-07-09 16:34:14+00:00,,616,positive,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
protected back to sleep with natrol am melatonin,2020-07-09 16:33:51+00:00,"Pittsburgh, PA",913,neutral,male,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
hello_kitty orr or or a melatonin,2020-07-09 16:32:23+00:00,"Indiana, USA",611,neutral,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
took melatonin for the first time in a little while last night and it put me out so quick,2020-07-09 16:32:12+00:00,"Denver, CO",192,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
my husbands melatonin is in basically the same type of bottle as my prenatal vitamins and idk how to tell him hes,2020-07-09 16:31:02+00:00,"Virginia Beach, VA",294,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
scottawoods mickeydjuric nope you have never lost anything due to being melatonin challenged get over yourself,2020-07-09 16:30:07+00:00,,23,negative,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
i swear sleep was impossible last night didnt have anything on my mind took enough melatonin to take down a damn,2020-07-09 16:29:53+00:00,,146,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i spoke to my doctor earlier because i havent been able to sleep in months im riddled with stress amp anxiety as a,2020-07-09 16:28:25+00:00,"The Bat Cave, B'ham, England",472,positive,male,Individual,>=40,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
mary_peachy ahh thats fair that sucks dude youve probably tried it but if you havent melatonin is p good an,2020-07-09 16:26:31+00:00,,139,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
can melatonin reduce the severity of covid pandemic,2020-07-09 16:25:00+00:00,Reus,276,neutral,male,Individual,19-29,negative-fear,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
why would i just wake back up i feel so groggy from that melatonin lol,2020-07-09 16:21:19+00:00,"Hamden, CT",955,positive,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
animal studies have shown that magnetic fields can affect melatonin levels so while radiation only shows up at low,2020-07-09 16:19:32+00:00,"Texas, USA",7554,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,Yes
allisonemmwi ericbranner my wife has tried melatonin supplements and they seem to help,2020-07-09 16:17:38+00:00,"Cleveland, OH",1079,neutral,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
i was taking benadryl and melatonin to sleep for a week when i couldnt and my mom got so mad at me for it and my d,2020-07-09 16:15:41+00:00,"16, they/she",2476,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
and here come the excuses alcohol drugs amp ambien do not make you racist they may reveal your racism but they do,2020-07-09 16:12:06+00:00,Fiddling with your mind,2754,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,Yes
my face was looking shades of busted yesterday cause quarantine not only took my peace of mind but my serotonin,2020-07-09 16:11:42+00:00,MIA ,1008,neutral,female,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
destroy_ ive heard melatonin gummies help a lot of people maybe try these,2020-07-09 16:10:47+00:00,Midwest,682,negative,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
what happens if you accidentally take melatonin pills instead of ibuprofen im asking for a friend,2020-07-09 16:10:32+00:00,"Washington, DC",401,neutral,male,Individual,>=40,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
sheprose she need to get off that molly xanax ambien cocktail,2020-07-09 16:09:53+00:00,"Valdosta, GA",410,neutral,male,Individual,19-29,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
vanessaagrey melatonin really helps me i take it mins before i plan on sleeping and it helps so much,2020-07-09 16:05:13+00:00,,215,positive,female,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
dianasaraih its melatonin not heroine lol,2020-07-09 16:02:40+00:00,"Las Vegas, NV",963,positive,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
hopechurchmom rhornjr jrubinblogger realdonaldtrump wake up and stop embarrassing yourself youre acting like,2020-07-09 16:02:37+00:00,On a beach near you.,619,neutral,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
sequential treatments involving cognitive behavioral therapy and medication are an effective strategy for insomnia,2020-07-09 16:00:01+00:00,"Chicago, IL",311,positive,male,Individual,19-29,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
loganleavitt ambien amp a mix of other things to help sedate my personalities,2020-07-09 15:59:39+00:00,"New York, USA",147,negative,male,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
i dont wanna get ahead of myself but its been a few night without needinng melatonin to get sleep i feel amazing thank you g,2020-07-09 15:59:29+00:00,Space,296,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
samanthamarika also if you take with vitamin k mk you can clear calcium deposits from arteries dose is,2020-07-09 15:59:19+00:00,Blue Ridge Mountains 🏔,577,positive,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
taking or melatonin gummies at am and being like yes this is health,2020-07-09 15:57:44+00:00,blm!!!!,136,neutral,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
that melatonin was swell when it first started to make me sleepy but only resulted in me getting maybe two hours of sleep i am so tired,2020-07-09 15:57:12+00:00,,118,negative,male,Individual,>=40,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
friendly reminder for trans folks that melatonin will fuck up your hormones if its not prescribed by your doctor,2020-07-09 15:57:00+00:00,,108,negative,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
mysterysolvent neiltyson that guy is my ambien,2020-07-09 15:55:46+00:00,"Miami, FL",262,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
seokjinwest omg i know i had to take melatonin im so worried,2020-07-09 15:53:38+00:00,,194,neutral,female,Individual,>=40,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
americanpurrl ambien had a friend of mine staying up late having a chat with elvis who was sitting on the corner,2020-07-09 15:52:41+00:00,One of the last conservatives left in Oregon,274,negative,male,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
nonhabit forming capsules herbal sleep aid with melatonin chamomile valerian magnesium relaxation amp sleep,2020-07-09 15:51:00+00:00,,8,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
melatonin and jhené aiko have been my necessities recently xoxo,2020-07-09 16:37:13+00:00,,99,neutral,male,Individual,<=18,indifference,no,0,2,Severe,Not trying any remedies - Worried about next day,No
christoferguson iowahawkblog its a full glass of whiskey along with unsnorted lines i dont know ferg im sus,2020-07-09 16:37:49+00:00,Missouri - Florida ,1181,positive,male,Individual,>=40,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
done made my money for the dayjust ate melatonin and climbed my ass back in the bed bout to see whats on the tube,2020-07-09 16:37:51+00:00,,577,neutral,male,Individual,<=18,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"insomnia sufferers
unhealthy who are trying to be healthy scoliosis sufferers
mentalhealth sufferers i want",2020-07-09 16:38:09+00:00,,135,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"insomnia sufferers
unhealthy who are trying to be healthy scoliosis sufferers
mentalhealth sufferers i want",2020-07-09 16:39:26+00:00,,135,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
a_of after nites of no sleep unfortunately i had to take an ambien got in hours sleep,2020-07-09 16:39:55+00:00,"Mississippi, USA",3594,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
x_ssc what mg you talking of melatonin you might just need to take like mg,2020-07-09 16:41:47+00:00,United States,232,neutral,male,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
sleep is one of the most unappreciated regenerative processes for the bodymind in our always on hr society sleep insomnia,2020-07-19 21:55:02+00:00,London and Global,465,positive,female,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
dont need to listen to asmr or whale noise to battle my insomnia match of the day will do sorry,2020-07-19 21:47:57+00:00,"London, England",414,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
depressed how zapping your brain can cure it brain psychology interview podcast evinweiss depression ptsd,2020-07-19 21:40:05+00:00,United States,19,neutral,female,Individual,19-29,awe,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
of course that means just lying there for hours which is boring insomnia,2020-07-19 21:37:00+00:00,Aberdeen,189,negative,female,Individual,19-29,amusement,no,0,3,Severe,Trying Therapies including drugs,No
cant sleep insomnia,2020-07-19 21:32:21+00:00,,117,neutral,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
all he really wanted to do was sleep but it seemed his awareness level was operating at peak efficiency for some reason insomnia,2020-07-19 21:30:30+00:00,Nepal,182,positive,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
"hours relaxing sounds of forest rain sounds amp gentle bird noises constant black screen
excellent for sleeping",2020-07-19 21:30:05+00:00,UK,53,positive,female,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia is killing,2020-07-19 21:27:55+00:00,"New Delhi, India",306,neutral,male,Individual,>=40,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
busted common myths about sleeplessness you need to unlearn insomnia sleeplessness sleep,2020-07-19 21:22:09+00:00,,4268,negative,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
some people cant sleep because they have insomnia some cant sleep because they have internet connection i cant,2020-07-19 21:02:32+00:00,"Karachi, Pakistan",70,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
do you ever jus get a random burst of motivation to clean your roomwrite a novelpaint a masterpiece or read a boo,2020-07-19 20:20:18+00:00, Kashmir🍁,129,negative,male,Individual,>=40,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
why not relax with a video from this list today  stressfree relax chill chillout,2020-07-19 20:15:23+00:00,,24,neutral,female,Individual,30-39,awe,yes,0,4,Mild,Trying Home or Drug remedies,Yes
noise a common cause of sleeplessness use earplugs if its noise you cant do anything about sleep insomnia,2020-07-19 19:55:02+00:00,London  #Insomnia #Sleep,194,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
ny nj tantra orgasm hypnosis by hypnotist intimacycoach healer stress relationship,2020-07-19 19:34:09+00:00,"New York, New Jersey",16,neutral,male,Individual,>=40,amusement,yes,0,3,Severe,Trying Therapies including drugs,No
am and im craving pizza wtf cravings cantsleep fml,2020-07-19 19:19:48+00:00,"QC, Philippines",558,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"nolan will go down as one of the greatest directors of all time interstellar
inception
thedarkknighttrilogy",2020-07-19 19:14:58+00:00,"Newark, NJ",718,positive,male,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"having trouble sleeping try these tips to beat insomnia see 
isrgrajan",2020-07-19 19:00:02+00:00,"DT: 27.1340,81.9619",104,negative,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
its almost am and im just about to sleep _ my body clock is really wrecked because of this wfh thing lol insomnia,2020-07-19 18:54:42+00:00,,80,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
insomnia is ecactly this,2020-07-19 18:43:01+00:00,LA/NYC/dark rooms with screens,1317,neutral,female,Individual,>=40,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
old symptom from years ago returned to give me a hammering insomnia i dont sleep for a night or three added to,2020-07-19 18:33:55+00:00,The Outer Rim,4353,positive,male,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
smokedoutsundayzrt bigboi x sleepybrownatl cantsleep on deck nowthebigsleepover dungeonfamily,2020-07-19 18:33:11+00:00,"Stankonia , GA",3942,neutral,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
"i got a giggle from this lol
sunday fun day
lupus autoimmune chronicillness invisibleillness sjogrens",2020-07-19 18:19:28+00:00,"Phoenix, AZ",996,positive,female,Individual,<=18,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
i cant believe that im crazy anyone else suffering from crazyness or insomnia or mosquitoes devcommunity,2020-07-19 17:57:16+00:00,"Chennai, India",577,negative,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,No
kaylynwop little tiny tiny gurl i cant wait to hold my son lol ima be like you up up all night insomnia,2020-07-19 17:47:25+00:00,,9,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"cant sleep am
cantsleep",2020-07-19 17:39:08+00:00,,50,neutral,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
having trouble sleeping at night simple exercise is sure to help sleep relax insomnia,2020-07-19 17:14:00+00:00,"Raleigh, NC",42915,positive,female,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
children sleeplessness insomnia with a high percentage of children not being able to sleep at night this warm,2020-07-19 17:06:15+00:00,"Vancouver, BC",47264,positive,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
how to sleep super rain in cloud forest relaxing soft rainfall in costa rican forest hours,2020-07-19 16:32:21+00:00,,10,positive,female,Individual,>=40,negative-fear,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia is a postapocalyptic life skill,2020-07-19 16:29:49+00:00,"Walkden, UK",591,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
cantsleep,2020-07-19 16:21:22+00:00,,155,neutral,female,Individual,19-29,happy,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
still up stop thinking about me cantsleep you,2020-07-19 16:15:37+00:00,,35,neutral,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
cant sleep try a bigger bed sleep insomnia,2020-07-19 16:15:02+00:00,United Kingdom,3914,neutral,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
me everynight as this man i feel like i became a clownie thinking for the way to save jiu streamroseblue,2020-07-19 16:06:26+00:00,I'm stuck in the nightmare,30,neutral,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
cantsleep,2020-07-19 14:59:33+00:00,Japan,374,neutral,male,Individual,<=18,happy,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
late night sketching has me waking up feeling like a whole different world artistontwitter sketchbook insomnia newdaywhodis,2020-07-19 14:49:03+00:00,"Maryland, USA",42,negative,male,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hour sleep music chill sleep music box  pleasesubscribe musicbox sleepmusic,2020-07-19 14:26:16+00:00,,66,neutral,male,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
online mindfulness therapy for insomnia and sleep anxiety visit,2020-07-19 14:10:00+00:00,"Boulder CO, USA",28658,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
podcasts you need to include in your bedtime routine via alilivingsimply sleep insomnia,2020-07-19 13:36:03+00:00,"East, England",2221,neutral,female,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
insomnia symptoms insomnia symptoms sleep sleepdisorders sleepproblems,2020-07-19 13:30:03+00:00,"Trichy, Tamilnadu, India",16246,neutral,male,Individual,>=40,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
"my anxiety is a workaholic
never taking a day off
my insomnia a shadow whose claws
rip the restful from my body
m",2020-07-19 13:14:10+00:00,"Virginia, USA",76,neutral,female,Individual,19-29,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"slow down and relax with zoneout tv free subscriptions
via tinybuddha  free",2020-07-19 13:10:04+00:00,"My pinned tweet. Crazy, right?",25133,positive,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
looks like im not going to be tonight cantsleep imscrewed,2020-07-19 13:03:06+00:00,"Huntington Beach, CA",64,neutral,female,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
click the link in my bio to hear the rest longnails sakura cherryblossoms iphone iphonexs asmr pink,2020-07-04 18:29:57+00:00,Dreamland 🌙⭐️,0,negative,male,Individual,<=18,indifference,no,0,2,Severe,Not trying any remedies - Worried about next day,No
need to fix my sleep cycleasap insomnia,2020-07-04 17:51:59+00:00,long island,231,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
friend hey u ok you dont look fine me ofc im cool im just wearing my favorite look i slept hours today,2020-07-04 17:38:27+00:00,,24,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
now im too hyped up to go to sleep anymore lol thanks dreamcatcher i guess the coffee helped too insomnia,2020-07-04 17:27:02+00:00,"Bay Area, CA",532,positive,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
the dreamcatcher concert was incredible it was my first kpop concert and despite it being live streamed i was st,2020-07-04 17:26:06+00:00,Michigan,579,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
_mymusictaste yes we enjoyed it insomnia dreamcatcher dc_streaming_intothenight,2020-07-04 17:11:02+00:00,"California, USA",362,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
echoes of normal life on an abandoned space metropolis insomnia gamedev screenshotsatuday,2020-07-04 17:01:11+00:00,,5,positive,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
"no thank you 
dreamcatcher insomnia dc_streaming_intothenight",2020-07-04 17:00:59+00:00,,52,neutral,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
thank you hf_dreamcatcher for the online concert our best girls never disappoint cant wait for ot next,2020-07-04 17:00:23+00:00,Under The Orange Sun,16,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"beautiful relaxing morning world of relaxation
sleep music beautiful musicvideo sweetnights exercise",2020-07-04 16:48:28+00:00,,0,positive,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
drjohnwhyte earthing is good for almost all health problems go diy grounding matsheetpi,2020-07-04 16:44:46+00:00,,0,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
_mymusictaste hf_dreamcatcher wow that was incredible insomnia handong just slayed me,2020-07-04 16:40:23+00:00,"Bournemouth, England",1902,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
lmao dami and jiu really said gay rights sksksk dreamcatcher insomnia,2020-07-04 16:00:47+00:00,수슈 파라다이스,321,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"original dark screen music for sleep chakralow via youtube 
this channel is now live",2020-07-04 15:28:38+00:00,,0,positive,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
like a true insomnia i stayed up all night waiting for the concert to start lol got a mcgriddle and some coffee,2020-07-04 15:12:49+00:00,"Bay Area, CA",532,positive,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
concert time hf_dreamcatcher _mymusictaste dreamcatcher 드림캐쳐 insomnia kpop onlineconcert,2020-07-04 14:56:09+00:00,"Minnesota, USA",988,neutral,female,Individual,19-29,indifference,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
im ready for dc_streaming_intothenight dreamcatcher insomnia,2020-07-04 14:25:50+00:00,"Bogotá, D.C., Colombia",272,positive,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
online mindfulness therapy for insomnia and sleep anxiety visit,2020-07-04 14:10:00+00:00,"Boulder CO, USA",28731,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
quiet evening in the park with relaxing sounds of rain rainstorm amp thu via youtube insomnia sleep,2020-07-04 14:09:49+00:00,,2505,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
product of the day is this sleep aid device this device will help you slow down your breathing and fall asleep fas,2020-07-04 14:07:35+00:00,"Puerto Escondido, Mexico",17622,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"how to manage your anxiety 
sexualdysfunction irritablebowelsyndrome breathless fear",2020-07-04 13:57:12+00:00,"Cardiff, U.K.",2980,neutral,male,Individual,<=18,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
my insomnia and fatigue had a battle last night with insomnia winning but now fatigue is kicking in but i have to w,2020-07-04 13:51:18+00:00,"Nebraska, USA",1329,positive,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia and th of july explosive shenanigans do not make for a restful night barely got in four hours of sleep w,2020-07-04 13:16:34+00:00,"Anaheim, CA",63,positive,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
the sleep revolution by max kirsten  insomnia sleep,2020-07-04 12:55:04+00:00,London and Global,465,neutral,female,Individual,>=40,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i saw these designs and i printed these its like a mini souvenir to remember my first concert dreamcatcher,2020-07-04 12:49:28+00:00,,216,positive,female,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"hey now you better leave your lights on cause theres a monster
living under my bed
whispering in my ear
theres a",2020-07-04 12:45:15+00:00,Toronto Ontario,432,positive,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
am and i still havent been able to sleep kingdom kingdomtv kingdomnetflix insomnia,2020-07-04 12:04:20+00:00,Earth,331,positive,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
another endless bout of insomnia going on a week now my bed is once again my enemy betrayedbymyownbody,2020-07-04 11:43:49+00:00,"Los Angeles, CA",70,negative,female,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
its finally here book no simple and effective relief for neck pain injury and emotional stress neckpain,2020-07-04 10:54:48+00:00,Gloucestershire,19,positive,male,Individual,>=40,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
why im still up insomnia,2020-07-04 10:16:10+00:00,,786,neutral,male,Individual,19-29,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
to the fellow insomniacs of twitter whats your favorite song insomnia insomniac music amthoughts,2020-07-04 10:01:34+00:00,,91,positive,female,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
hello am saturday morning i see we meet again insomnia,2020-07-04 09:52:18+00:00,The Aether,191,neutral,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
at least on the boat i slept through the night now sleepless nights are all i know insomnia,2020-07-04 09:16:58+00:00,Heaven Bound,627,negative,male,Individual,30-39,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
me too sylviaplath it can sleep but i cant nightowl insomnia,2020-07-04 09:16:56+00:00,"Fort Worth, TX",1203,neutral,female,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
the yells the screams yea dreamcratchers best insomnia dreamcatcher yoohyeon gahyeon handong jiu sua,2020-07-04 08:58:55+00:00,✽ 180916 ly tour ✽ multi ✽,267,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
so this is what itll be like when i start living alone making a whole pot of pasta at in the morning ok,2020-07-04 08:45:50+00:00,"Texas, USA",224,positive,female,Individual,<=18,amusement,no,0,3,Severe,Trying Therapies including drugs,No
am and i just wrote a comedic drill style beat song called stop stalling should i drop this right after vol,2020-07-04 08:37:00+00:00,"Florida, USA",23,positive,male,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
just wide awake smh insomnia insomniasucks anxiety,2020-07-04 08:22:55+00:00,Nonya Biz witcha nosey azz,450,negative,male,Individual,>=40,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
its am and i just finished reading my book it was harry potter yes again leave me alone but instead of being,2020-07-04 08:11:01+00:00,"Orem, UT",709,neutral,male,Individual,<=18,awe,no,0,3,Severe,Trying Therapies including drugs,No
is the real self the highest self or is the highest self the real self insomnia,2020-07-04 07:36:00+00:00,,1721,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
"am
and my birthday is over
but im still awake insomnia haiku",2020-07-04 07:32:18+00:00,Second Life and San Antonio TX,16108,neutral,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
